,translated_tweet,remove,tweet_clean,tweet
3065,"you know you use the vaccine at the posyandu but no one doesn't like it, mba e","you know you use the vaccine at the posyandu but no one doesn't like it, mba e","['you', 'know', 'you', 'use', 'the', 'vaccine', 'at', 'the', 'posyandu', 'but', 'no', 'one', 'doesn t', 'like', 'it', 'mba', 'e']",you know you use the vaccine at the posyandu but no one doesn t like it mba e
3066,"You know, if you want to pkp, people tell you to take a vaccine booster, you don't want to go, it's ig story, after all, after eating on leave","You know, if you want to pkp, people tell you to take a vaccine booster, you don't want to go, it's ig story, after all, after eating on leave","['you', 'know', 'if', 'you', 'want', 'to', 'pkp', 'people', 'tell', 'you', 'to', 'take', 'a', 'vaccine', 'booster', 'you', 'don t', 'want', 'to', 'go', 'it s', 'ig', 'story', 'after', 'all', 'after', 'eating', 'on', 'leave']",you know if you want to pkp people tell you to take a vaccine booster you don t want to go it s ig story after all after eating on leave
3067,"Do you know what the effect of being cheated on is like, it's wrong, trust issues, it's hard to believe people are tired of looking for a mental attack vaccine","Do you know what the effect of being cheated on is like, it's wrong, trust issues, it's hard to believe people are tired of looking for a mental attack vaccine","['do', 'you', 'know', 'what', 'the', 'effect', 'of', 'being', 'cheated', 'on', 'is', 'like', 'it s', 'wrong', 'trust', 'issues', 'it s', 'hard', 'to', 'believe', 'people', 'are', 'tired', 'of', 'looking', 'for', 'a', 'mental', 'attack', 'vaccine']",do you know what the effect of being cheated on is like it s wrong trust issues it s hard to believe people are tired of looking for a mental attack vaccine
3068,"Do you know that the core plane, if it has been vaccinated, plus the booster, doesn't test for domestic road PCR antigens","Do you know that the core plane, if it has been vaccinated, plus the booster, doesn't test for domestic road PCR antigens","['do', 'you', 'know', 'that', 'the', 'core', 'plane', 'if', 'it', 'has', 'been', 'vaccinated', 'plus', 'the', 'booster', 'doesn t', 'test', 'for', 'domestic', 'road', 'pcr', 'antigens']",do you know that the core plane if it has been vaccinated plus the booster doesn t test for domestic road pcr antigens
3069,"Do you know that vaccines actually have an immune-resistant effect, if I'm not mistaken it's a booster","Do you know that vaccines actually have an immune-resistant effect, if I'm not mistaken it's a booster","['do', 'you', 'know', 'that', 'vaccines', 'actually', 'have', 'an', 'immune-resistant', 'effect', 'if', 'i m', 'not', 'mistaken', 'it s', 'a', 'booster']",do you know that vaccines actually have an immune-resistant effect if i m not mistaken it s a booster
3070,"Do you know the used gor booster vaccine, please contact me","Do you know the used gor booster vaccine, please contact me","['do', 'you', 'know', 'the', 'used', 'gor', 'booster', 'vaccine', 'please', 'contact', 'me']",do you know the used gor booster vaccine please contact me
3071,you know the booster vaccine forgot to apply the healthy protocol to stop the spread of covid supportdobdanotsuspapua papuaindonesia url,you know the booster vaccine forgot to apply the healthy protocol to stop the spread of covid supportdobdanotsuspapua papuaindonesia url,"['you', 'know', 'the', 'booster', 'vaccine', 'forgot', 'to', 'apply', 'the', 'healthy', 'protocol', 'to', 'stop', 'the', 'spread', 'of', 'covid', 'supportdobdanotsuspapua', 'papuaindonesia', 'url']",you know the booster vaccine forgot to apply the healthy protocol to stop the spread of covid supportdobdanotsuspapua papuaindonesia url
3072,Do you know which modern booster vaccine?,Do you know which modern booster vaccine?,"['do', 'you', 'know', 'which', 'modern', 'booster', 'vaccine']",do you know which modern booster vaccine
3073,You know the booster vaccine on the red date is also a holiday,You know the booster vaccine on the red date is also a holiday,"['you', 'know', 'the', 'booster', 'vaccine', 'on', 'the', 'red', 'date', 'is', 'also', 'a', 'holiday']",you know the booster vaccine on the red date is also a holiday
3074,"You know the slawi vaccine for the door prize, yesterday I didn't get the mc vaccine, it's not a booster this time","You know the slawi vaccine for the door prize, yesterday I didn't get the mc vaccine, it's not a booster this time","['you', 'know', 'the', 'slawi', 'vaccine', 'for', 'the', 'door', 'prize', 'yesterday', 'i', 'didn t', 'get', 'the', 'mc', 'vaccine', 'it s', 'not', 'a', 'booster', 'this', 'time']",you know the slawi vaccine for the door prize yesterday i didn t get the mc vaccine it s not a booster this time
3075,"You know who said that booster vaccines are combined into coconut water, sis, if it's really a vaccine","You know who said that booster vaccines are combined into coconut water, sis, if it's really a vaccine","['you', 'know', 'who', 'said', 'that', 'booster', 'vaccines', 'are', 'combined', 'into', 'coconut', 'water', 'sis', 'if', 'it s', 'really', 'a', 'vaccine']",you know who said that booster vaccines are combined into coconut water sis if it s really a vaccine
3076,"last year, typo f-f doesn't need a booster f tar the year of f rabies vaccine","last year, typo f-f doesn't need a booster f tar the year of f rabies vaccine","['last', 'year', 'typo', 'f-f', 'doesn t', 'need', 'a', 'booster', 'f', 'tar', 'the', 'year', 'of', 'f', 'rabies', 'vaccine']",last year typo f-f doesn t need a booster f tar the year of f rabies vaccine
3077,"You know the effect of the vaccine makes cats won't eat Odi, I just have odo, I hope you recover quickly, Odi url","You know the effect of the vaccine makes cats won't eat Odi, I just have odo, I hope you recover quickly, Odi url","['you', 'know', 'the', 'effect', 'of', 'the', 'vaccine', 'makes', 'cats', 'won t', 'eat', 'odi', 'i', 'just', 'have', 'odo', 'i', 'hope', 'you', 'recover', 'quickly', 'odi', 'url']",you know the effect of the vaccine makes cats won t eat odi i just have odo i hope you recover quickly odi url
3078,TB,TB,['tb'],tb
3079,tbtb booster vaccine,tbtb booster vaccine,"['tbtb', 'booster', 'vaccine']",tbtb booster vaccine
3080,"this morning I got a booster vaccine until the afternoon, I'm not feeling hot","this morning I got a booster vaccine until the afternoon, I'm not feeling hot","['this', 'morning', 'i', 'got', 'a', 'booster', 'vaccine', 'until', 'the', 'afternoon', 'i m', 'not', 'feeling', 'hot']",this morning i got a booster vaccine until the afternoon i m not feeling hot
3081,"this afternoon the booster vaccine was crazy, my body just finished beating rt","this afternoon the booster vaccine was crazy, my body just finished beating rt","['this', 'afternoon', 'the', 'booster', 'vaccine', 'was', 'crazy', 'my', 'body', 'just', 'finished', 'beating', 'rt']",this afternoon the booster vaccine was crazy my body just finished beating rt
3082,"Earlier, the vaccine was really short, the set time was over, but there was no queue until the time came, the minute it was finished, hihi happy","Earlier, the vaccine was really short, the set time was over, but there was no queue until the time came, the minute it was finished, hihi happy","['earlier', 'the', 'vaccine', 'was', 'really', 'short', 'the', 'set', 'time', 'was', 'over', 'but', 'there', 'was', 'no', 'queue', 'until', 'the', 'time', 'came', 'the', 'mute', 'it', 'was', 'finished', 'hihi', 'happy']",earlier the vaccine was really short the set time was over but there was no queue until the time came the mute it was finished hihi happy
3083,"It was said earlier that you take Vitamin C the week before the booster vaccine so you don't get hit, but the az vaccine really spills a few","It was said earlier that you take Vitamin C the week before the booster vaccine so you don't get hit, but the az vaccine really spills a few","['it', 'was', 'said', 'earlier', 'that', 'you', 'take', 'vitamin', 'c', 'the', 'week', 'before', 'the', 'booster', 'vaccine', 'so', 'you', 'don t', 'get', 'hit', 'but', 'the', 'az', 'vaccine', 'really', 'spills', 'a', 'few']",it was said earlier that you take vitamin c the week before the booster vaccine so you don t get hit but the az vaccine really spills a few
3084,I made a skck earlier that I was surprised when I had to vaccinate and then I got a booster vaccine,I made a skck earlier that I was surprised when I had to vaccinate and then I got a booster vaccine,"['i', 'made', 'a', 'skck', 'earlier', 'that', 'i', 'was', 'surprised', 'when', 'i', 'had', 'to', 'vaccinate', 'and', 'then', 'i', 'got', 'a', 'booster', 'vaccine']",i made a skck earlier that i was surprised when i had to vaccinate and then i got a booster vaccine
3085,yesterday's booster vaccine hour,yesterday's booster vaccine hour,"['yesterday s', 'booster', 'vaccine', 'hour']",yesterday s booster vaccine hour
3086,tea tomorrow kamjagi booster vaccine,tea tomorrow kamjagi booster vaccine,"['tea', 'tomorrow', 'kamjagi', 'booster', 'vaccine']",tea tomorrow kamjagi booster vaccine
3087,"suppress the potential for the third wave of covid, let's vaccinate children url","suppress the potential for the third wave of covid, let's vaccinate children url","['suppress', 'the', 'potential', 'for', 'the', 'third', 'wave', 'of', 'covid', 'let s', 'vaccinate', 'children', 'url']",suppress the potential for the third wave of covid let s vaccinate children url
3088,telegram group automatic booster vaccine update tomorrow in Surabaya,telegram group automatic booster vaccine update tomorrow in Surabaya,"['telegram', 'group', 'automatic', 'booster', 'vaccine', 'update', 'tomorrow', 'in', 'surabaya']",telegram group automatic booster vaccine update tomorrow in surabaya
3089,very carefully examine the effectiveness of vaccines people receive doses of sinovac booster vaccines astrazeneca pfizer-biontech johnson johnson immune immunity works good jokowi url,very carefully examine the effectiveness of vaccines people receive doses of sinovac booster vaccines astrazeneca pfizer-biontech johnson johnson immune immunity works good jokowi url,"['very', 'carefully', 'examine', 'the', 'effectiveness', 'of', 'vaccines', 'people', 'receive', 'doses', 'of', 'sinovac', 'booster', 'vaccines', 'astrazeneca', 'pfizer-biontech', 'johnson', 'johnson', 'immune', 'immunity', 'works', 'good', 'jokowi', 'url']",very carefully examine the effectiveness of vaccines people receive doses of sinovac booster vaccines astrazeneca pfizer-biontech johnson johnson immune immunity works good jokowi url
3090,research china synopharm booster vaccine efficacious over omicron url,research china synopharm booster vaccine efficacious over omicron url,"['research', 'china', 'synopharm', 'booster', 'vaccine', 'efficacious', 'over', 'omicron', 'url']",research china synopharm booster vaccine efficacious over omicron url
3091,"Thoroughly meet the pfizer astrazeneca booster Indonesia vaccine, which is effective against the covid virus, the infectious omicron variant, Jokowi's work is good","Thoroughly meet the pfizer astrazeneca booster Indonesia vaccine, which is effective against the covid virus, the infectious omicron variant, Jokowi's work is good","['thoroughly', 'meet', 'the', 'pfizer', 'astrazeneca', 'booster', 'indonesia', 'vaccine', 'which', 'is', 'effective', 'against', 'the', 'covid', 'virus', 'the', 'infectious', 'omicron', 'variant', 'jokowi s', 'work', 'is', 'good']",thoroughly meet the pfizer astrazeneca booster indonesia vaccine which is effective against the covid virus the infectious omicron variant jokowi s work is good
